structure,pair_id,selection_count
DEGREE_LIMIT_3,ST019__ST023,1
DEGREE_LIMIT_3,ST019__ST043,1
DEGREE_LIMIT_3,ST020__ST037,1
DEGREE_LIMIT_3,ST020__ST043,1
DEGREE_LIMIT_3,ST020__ST044,1
DEGREE_LIMIT_3,ST020__ST045,3
DEGREE_LIMIT_3,ST021__ST023,3
DEGREE_LIMIT_3,ST021__ST047,2
DEGREE_LIMIT_3,ST021__ST053,1
DEGREE_LIMIT_3,ST022__ST032,3
DEGREE_LIMIT_3,ST022__ST047,2
DEGREE_LIMIT_3,ST022__ST049,2
DEGREE_LIMIT_3,ST022__ST055,4
DEGREE_LIMIT_3,ST023__ST053,1
DEGREE_LIMIT_3,ST023__ST054,1
DEGREE_LIMIT_3,ST024__ST025,1
DEGREE_LIMIT_3,ST025__ST028,2
DEGREE_LIMIT_3,ST025__ST041,1
DEGREE_LIMIT_3,ST025__ST051,1
DEGREE_LIMIT_3,ST026__ST027,1
DEGREE_LIMIT_3,ST026__ST040,1
DEGREE_LIMIT_3,ST027__ST028,1
DEGREE_LIMIT_3,ST029__ST040,5
DEGREE_LIMIT_3,ST029__ST041,1
DEGREE_LIMIT_3,ST029__ST042,5
DEGREE_LIMIT_3,ST030__ST031,1
DEGREE_LIMIT_3,ST030__ST035,1
DEGREE_LIMIT_3,ST030__ST052,2
DEGREE_LIMIT_3,ST031__ST040,3
DEGREE_LIMIT_3,ST031__ST051,1
DEGREE_LIMIT_3,ST032__ST033,3
DEGREE_LIMIT_3,ST032__ST045,2
DEGREE_LIMIT_3,ST032__ST048,1
DEGREE_LIMIT_3,ST032__ST049,2
DEGREE_LIMIT_3,ST033__ST043,3
DEGREE_LIMIT_3,ST033__ST044,4
DEGREE_LIMIT_3,ST033__ST045,1
DEGREE_LIMIT_3,ST033__ST048,1
DEGREE_LIMIT_3,ST034__ST035,1
DEGREE_LIMIT_3,ST034__ST044,2
DEGREE_LIMIT_3,ST034__ST048,1
DEGREE_LIMIT_3,ST034__ST052,1
DEGREE_LIMIT_3,ST035__ST036,1
DEGREE_LIMIT_3,ST035__ST043,1
DEGREE_LIMIT_3,ST035__ST044,2
DEGREE_LIMIT_3,ST035__ST052,1
DEGREE_LIMIT_3,ST036__ST037,1
DEGREE_LIMIT_3,ST036__ST048,1
DEGREE_LIMIT_3,ST037__ST038,1
DEGREE_LIMIT_3,ST037__ST043,1
DEGREE_LIMIT_3,ST037__ST044,1
DEGREE_LIMIT_3,ST037__ST045,1
DEGREE_LIMIT_3,ST040__ST051,2
DEGREE_LIMIT_3,ST040__ST054,1
DEGREE_LIMIT_3,ST041__ST042,4
DEGREE_LIMIT_3,ST041__ST052,1
DEGREE_LIMIT_3,ST042__ST051,2
DEGREE_LIMIT_3,ST043__ST045,5
DEGREE_LIMIT_3,ST043__ST048,2
DEGREE_LIMIT_3,ST044__ST046,1
DEGREE_LIMIT_3,ST046__ST050,5
DEGREE_LIMIT_3,ST046__ST054,3
DEGREE_LIMIT_3,ST046__ST055,1
DEGREE_LIMIT_3,ST047__ST053,1
DEGREE_LIMIT_3,ST048__ST055,1
DEGREE_LIMIT_3,ST049__ST053,1
DEGREE_LIMIT_3,ST049__ST055,1
DEGREE_LIMIT_3,ST050__ST054,1
DEGREE_LIMIT_3,ST050__ST055,1
MST,ST001__ST002,4
MST,ST001__ST004,1
MST,ST001__ST007,1
MST,ST001__ST013,1
MST,ST001__ST017,1
MST,ST001__ST031,3
MST,ST001__ST054,2
MST,ST002__ST004,3
MST,ST002__ST031,1
MST,ST003__ST004,2
MST,ST003__ST011,1
MST,ST003__ST019,1
MST,ST003__ST021,2
MST,ST003__ST023,3
MST,ST003__ST032,3
MST,ST003__ST044,1
MST,ST003__ST045,1
MST,ST003__ST047,4
MST,ST003__ST053,3
MST,ST003__ST055,1
MST,ST004__ST005,1
MST,ST004__ST007,1
MST,ST004__ST011,1
MST,ST004__ST013,1
MST,ST004__ST017,1
MST,ST004__ST020,1
MST,ST004__ST021,1
MST,ST004__ST023,1
MST,ST004__ST040,1
MST,ST004__ST047,2
MST,ST004__ST050,2
MST,ST004__ST053,1
MST,ST004__ST054,3
MST,ST005__ST054,4
MST,ST006__ST007,1
MST,ST006__ST008,3
MST,ST006__ST029,4
MST,ST006__ST042,1
MST,ST007__ST029,1
MST,ST007__ST030,1
MST,ST007__ST052,2
MST,ST008__ST015,1
MST,ST008__ST029,1
MST,ST008__ST036,4
MST,ST008__ST037,1
MST,ST008__ST038,1
MST,ST009__ST029,1
MST,ST009__ST036,1
MST,ST009__ST038,2
MST,ST009__ST039,3
MST,ST010__ST012,2
MST,ST010__ST014,3
MST,ST010__ST026,5
MST,ST010__ST028,5
MST,ST010__ST040,3
MST,ST011__ST050,3
MST,ST012__ST014,1
MST,ST012__ST027,1
MST,ST012__ST028,1
MST,ST013__ST014,1
MST,ST013__ST026,3
MST,ST013__ST027,3
MST,ST014__ST026,2
MST,ST015__ST016,3
MST,ST015__ST024,1
MST,ST016__ST024,4
MST,ST016__ST025,5
MST,ST016__ST041,2
MST,ST016__ST042,1
MST,ST016__ST051,1
MST,ST017__ST038,1
MST,ST017__ST042,1
MST,ST017__ST052,3
MST,ST018__ST019,1
MST,ST018__ST020,2
MST,ST018__ST031,1
MST,ST018__ST033,1
MST,ST018__ST043,1
MST,ST018__ST045,1
MST,ST019__ST020,2
MST,ST019__ST023,1
MST,ST019__ST033,1
MST,ST020__ST033,1
MST,ST020__ST043,1
MST,ST020__ST044,1
MST,ST020__ST045,2
MST,ST021__ST047,1
MST,ST021__ST053,1
MST,ST022__ST032,3
MST,ST022__ST045,1
MST,ST022__ST047,1
MST,ST022__ST055,4
MST,ST023__ST054,1
MST,ST024__ST025,1
MST,ST025__ST028,1
MST,ST026__ST027,1
MST,ST027__ST028,1
MST,ST028__ST029,1
MST,ST029__ST030,2
MST,ST029__ST031,1
MST,ST029__ST038,2
MST,ST029__ST039,2
MST,ST029__ST040,5
MST,ST029__ST042,5
MST,ST029__ST052,2
MST,ST030__ST050,1
MST,ST030__ST052,1
MST,ST031__ST040,1
MST,ST031__ST051,1
MST,ST032__ST033,3
MST,ST032__ST045,2
MST,ST032__ST048,1
MST,ST032__ST049,4
MST,ST032__ST053,1
MST,ST033__ST034,1
MST,ST033__ST035,1
MST,ST033__ST037,1
MST,ST033__ST043,2
MST,ST033__ST044,4
MST,ST033__ST045,2
MST,ST033__ST048,2
MST,ST034__ST035,1
MST,ST034__ST045,3
MST,ST035__ST036,1
MST,ST035__ST045,3
MST,ST036__ST037,1
MST,ST036__ST045,1
MST,ST037__ST038,1
MST,ST037__ST039,1
MST,ST037__ST045,3
MST,ST040__ST051,1
MST,ST040__ST054,2
MST,ST041__ST042,5
MST,ST042__ST051,3
MST,ST043__ST045,5
MST,ST043__ST048,2
MST,ST045__ST054,1
MST,ST046__ST050,4
MST,ST046__ST054,4
MST,ST047__ST050,1
MST,ST049__ST055,1
MST,ST050__ST052,1
MST,ST050__ST054,2
T2_SPANNER,ST001__ST002,4
T2_SPANNER,ST001__ST004,1
T2_SPANNER,ST001__ST006,1
T2_SPANNER,ST001__ST007,2
T2_SPANNER,ST001__ST008,2
T2_SPANNER,ST001__ST010,1
T2_SPANNER,ST001__ST011,2
T2_SPANNER,ST001__ST012,2
T2_SPANNER,ST001__ST013,3
T2_SPANNER,ST001__ST014,1
T2_SPANNER,ST001__ST015,2
T2_SPANNER,ST001__ST017,3
T2_SPANNER,ST001__ST019,1
T2_SPANNER,ST001__ST023,2
T2_SPANNER,ST001__ST029,3
T2_SPANNER,ST001__ST031,3
T2_SPANNER,ST001__ST043,1
T2_SPANNER,ST001__ST050,1
T2_SPANNER,ST001__ST051,1
T2_SPANNER,ST001__ST052,1
T2_SPANNER,ST001__ST054,4
T2_SPANNER,ST002__ST004,5
T2_SPANNER,ST002__ST010,1
T2_SPANNER,ST002__ST011,2
T2_SPANNER,ST002__ST012,1
T2_SPANNER,ST002__ST015,2
T2_SPANNER,ST002__ST016,1
T2_SPANNER,ST002__ST017,1
T2_SPANNER,ST002__ST023,3
T2_SPANNER,ST002__ST030,1
T2_SPANNER,ST002__ST031,1
T2_SPANNER,ST002__ST034,1
T2_SPANNER,ST002__ST038,1
T2_SPANNER,ST002__ST039,1
T2_SPANNER,ST002__ST040,3
T2_SPANNER,ST002__ST042,1
T2_SPANNER,ST002__ST043,2
T2_SPANNER,ST002__ST046,2
T2_SPANNER,ST002__ST048,1
T2_SPANNER,ST002__ST050,1
T2_SPANNER,ST002__ST052,1
T2_SPANNER,ST002__ST053,1
T2_SPANNER,ST003__ST004,2
T2_SPANNER,ST003__ST005,1
T2_SPANNER,ST003__ST011,3
T2_SPANNER,ST003__ST019,2
T2_SPANNER,ST003__ST020,3
T2_SPANNER,ST003__ST021,3
T2_SPANNER,ST003__ST023,3
T2_SPANNER,ST003__ST030,1
T2_SPANNER,ST003__ST032,4
T2_SPANNER,ST003__ST040,1
T2_SPANNER,ST003__ST043,1
T2_SPANNER,ST003__ST044,2
T2_SPANNER,ST003__ST045,2
T2_SPANNER,ST003__ST047,5
T2_SPANNER,ST003__ST048,3
T2_SPANNER,ST003__ST049,1
T2_SPANNER,ST003__ST053,3
T2_SPANNER,ST003__ST055,5
T2_SPANNER,ST004__ST005,4
T2_SPANNER,ST004__ST006,2
T2_SPANNER,ST004__ST007,4
T2_SPANNER,ST004__ST011,2
T2_SPANNER,ST004__ST012,3
T2_SPANNER,ST004__ST013,1
T2_SPANNER,ST004__ST014,1
T2_SPANNER,ST004__ST017,4
T2_SPANNER,ST004__ST020,2
T2_SPANNER,ST004__ST021,1
T2_SPANNER,ST004__ST023,2
T2_SPANNER,ST004__ST031,1
T2_SPANNER,ST004__ST032,2
T2_SPANNER,ST004__ST033,1
T2_SPANNER,ST004__ST034,1
T2_SPANNER,ST004__ST035,1
T2_SPANNER,ST004__ST036,1
T2_SPANNER,ST004__ST040,1
T2_SPANNER,ST004__ST042,1
T2_SPANNER,ST004__ST043,1
T2_SPANNER,ST004__ST047,2
T2_SPANNER,ST004__ST048,1
T2_SPANNER,ST004__ST050,3
T2_SPANNER,ST004__ST053,1
T2_SPANNER,ST004__ST054,4
T2_SPANNER,ST004__ST055,2
T2_SPANNER,ST005__ST007,1
T2_SPANNER,ST005__ST011,2
T2_SPANNER,ST005__ST020,1
T2_SPANNER,ST005__ST023,1
T2_SPANNER,ST005__ST036,1
T2_SPANNER,ST005__ST043,1
T2_SPANNER,ST005__ST044,1
T2_SPANNER,ST005__ST045,2
T2_SPANNER,ST005__ST047,2
T2_SPANNER,ST005__ST048,3
T2_SPANNER,ST005__ST052,1
T2_SPANNER,ST005__ST053,2
T2_SPANNER,ST005__ST054,4
T2_SPANNER,ST006__ST007,2
T2_SPANNER,ST006__ST008,3
T2_SPANNER,ST006__ST009,3
T2_SPANNER,ST006__ST010,2
T2_SPANNER,ST006__ST012,1
T2_SPANNER,ST006__ST015,1
T2_SPANNER,ST006__ST016,1
T2_SPANNER,ST006__ST017,2
T2_SPANNER,ST006__ST019,1
T2_SPANNER,ST006__ST024,1
T2_SPANNER,ST006__ST025,2
T2_SPANNER,ST006__ST027,2
T2_SPANNER,ST006__ST029,5
T2_SPANNER,ST006__ST030,1
T2_SPANNER,ST006__ST034,3
T2_SPANNER,ST006__ST035,3
T2_SPANNER,ST006__ST036,2
T2_SPANNER,ST006__ST037,2
T2_SPANNER,ST006__ST038,1
T2_SPANNER,ST006__ST039,1
T2_SPANNER,ST006__ST040,1
T2_SPANNER,ST006__ST041,1
T2_SPANNER,ST006__ST042,1
T2_SPANNER,ST006__ST051,3
T2_SPANNER,ST006__ST052,1
T2_SPANNER,ST006__ST054,1
T2_SPANNER,ST007__ST010,1
T2_SPANNER,ST007__ST012,1
T2_SPANNER,ST007__ST015,2
T2_SPANNER,ST007__ST016,1
T2_SPANNER,ST007__ST017,1
T2_SPANNER,ST007__ST024,1
T2_SPANNER,ST007__ST027,2
T2_SPANNER,ST007__ST028,1
T2_SPANNER,ST007__ST029,3
T2_SPANNER,ST007__ST030,2
T2_SPANNER,ST007__ST031,1
T2_SPANNER,ST007__ST034,2
T2_SPANNER,ST007__ST035,1
T2_SPANNER,ST007__ST036,2
T2_SPANNER,ST007__ST037,2
T2_SPANNER,ST007__ST040,1
T2_SPANNER,ST007__ST042,2
T2_SPANNER,ST007__ST051,2
T2_SPANNER,ST007__ST052,2
T2_SPANNER,ST008__ST009,1
T2_SPANNER,ST008__ST010,1
T2_SPANNER,ST008__ST012,1
T2_SPANNER,ST008__ST015,2
T2_SPANNER,ST008__ST016,1
T2_SPANNER,ST008__ST017,1
T2_SPANNER,ST008__ST020,2
T2_SPANNER,ST008__ST026,1
T2_SPANNER,ST008__ST027,1
T2_SPANNER,ST008__ST028,2
T2_SPANNER,ST008__ST029,2
T2_SPANNER,ST008__ST030,2
T2_SPANNER,ST008__ST034,1
T2_SPANNER,ST008__ST035,1
T2_SPANNER,ST008__ST036,5
T2_SPANNER,ST008__ST037,4
T2_SPANNER,ST008__ST038,3
T2_SPANNER,ST008__ST039,3
T2_SPANNER,ST008__ST041,1
T2_SPANNER,ST008__ST042,2
T2_SPANNER,ST008__ST043,1
T2_SPANNER,ST008__ST051,2
T2_SPANNER,ST008__ST052,2
T2_SPANNER,ST009__ST010,1
T2_SPANNER,ST009__ST012,1
T2_SPANNER,ST009__ST015,4
T2_SPANNER,ST009__ST020,2
T2_SPANNER,ST009__ST024,1
T2_SPANNER,ST009__ST027,1
T2_SPANNER,ST009__ST028,2
T2_SPANNER,ST009__ST029,2
T2_SPANNER,ST009__ST034,3
T2_SPANNER,ST009__ST035,4
T2_SPANNER,ST009__ST036,4
T2_SPANNER,ST009__ST037,4
T2_SPANNER,ST009__ST038,3
T2_SPANNER,ST009__ST039,3
T2_SPANNER,ST009__ST040,2
T2_SPANNER,ST009__ST041,1
T2_SPANNER,ST009__ST042,3
T2_SPANNER,ST009__ST043,1
T2_SPANNER,ST009__ST051,1
T2_SPANNER,ST010__ST012,4
T2_SPANNER,ST010__ST013,3
T2_SPANNER,ST010__ST014,4
T2_SPANNER,ST010__ST016,2
T2_SPANNER,ST010__ST017,1
T2_SPANNER,ST010__ST026,5
T2_SPANNER,ST010__ST027,1
T2_SPANNER,ST010__ST028,5
T2_SPANNER,ST010__ST030,2
T2_SPANNER,ST010__ST031,1
T2_SPANNER,ST010__ST038,2
T2_SPANNER,ST010__ST039,2
T2_SPANNER,ST010__ST040,5
T2_SPANNER,ST010__ST042,3
T2_SPANNER,ST010__ST052,2
T2_SPANNER,ST011__ST019,1
T2_SPANNER,ST011__ST020,1
T2_SPANNER,ST011__ST023,2
T2_SPANNER,ST011__ST038,2
T2_SPANNER,ST011__ST039,1
T2_SPANNER,ST011__ST042,1
T2_SPANNER,ST011__ST043,2
T2_SPANNER,ST011__ST044,2
T2_SPANNER,ST011__ST045,1
T2_SPANNER,ST011__ST048,2
T2_SPANNER,ST011__ST049,1
T2_SPANNER,ST011__ST050,5
T2_SPANNER,ST012__ST013,2
T2_SPANNER,ST012__ST014,2
T2_SPANNER,ST012__ST016,1
T2_SPANNER,ST012__ST026,3
T2_SPANNER,ST012__ST027,3
T2_SPANNER,ST012__ST028,3
T2_SPANNER,ST012__ST038,1
T2_SPANNER,ST012__ST039,1
T2_SPANNER,ST012__ST040,1
T2_SPANNER,ST012__ST051,1
T2_SPANNER,ST013__ST014,3
T2_SPANNER,ST013__ST016,1
T2_SPANNER,ST013__ST025,1
T2_SPANNER,ST013__ST026,4
T2_SPANNER,ST013__ST027,4
T2_SPANNER,ST013__ST028,4
T2_SPANNER,ST013__ST040,1
T2_SPANNER,ST013__ST054,1
T2_SPANNER,ST014__ST026,5
T2_SPANNER,ST014__ST027,2
T2_SPANNER,ST014__ST040,1
T2_SPANNER,ST014__ST046,1
T2_SPANNER,ST014__ST054,1
T2_SPANNER,ST015__ST016,4
T2_SPANNER,ST015__ST017,1
T2_SPANNER,ST015__ST024,1
T2_SPANNER,ST015__ST025,1
T2_SPANNER,ST015__ST028,2
T2_SPANNER,ST015__ST034,1
T2_SPANNER,ST015__ST038,2
T2_SPANNER,ST015__ST051,2
T2_SPANNER,ST016__ST024,5
T2_SPANNER,ST016__ST025,5
T2_SPANNER,ST016__ST028,2
T2_SPANNER,ST016__ST029,1
T2_SPANNER,ST016__ST030,3
T2_SPANNER,ST016__ST034,1
T2_SPANNER,ST016__ST035,2
T2_SPANNER,ST016__ST036,3
T2_SPANNER,ST016__ST037,1
T2_SPANNER,ST016__ST038,3
T2_SPANNER,ST016__ST040,1
T2_SPANNER,ST016__ST041,3
T2_SPANNER,ST016__ST042,1
T2_SPANNER,ST016__ST045,1
T2_SPANNER,ST016__ST048,1
T2_SPANNER,ST016__ST051,2
T2_SPANNER,ST016__ST052,2
T2_SPANNER,ST017__ST018,1
T2_SPANNER,ST017__ST019,1
T2_SPANNER,ST017__ST026,1
T2_SPANNER,ST017__ST027,1
T2_SPANNER,ST017__ST028,3
T2_SPANNER,ST017__ST029,2
T2_SPANNER,ST017__ST030,3
T2_SPANNER,ST017__ST034,1
T2_SPANNER,ST017__ST035,1
T2_SPANNER,ST017__ST036,1
T2_SPANNER,ST017__ST037,1
T2_SPANNER,ST017__ST038,2
T2_SPANNER,ST017__ST039,2
T2_SPANNER,ST017__ST040,2
T2_SPANNER,ST017__ST042,3
T2_SPANNER,ST017__ST051,1
T2_SPANNER,ST017__ST052,3
T2_SPANNER,ST018__ST019,1
T2_SPANNER,ST018__ST020,4
T2_SPANNER,ST018__ST021,1
T2_SPANNER,ST018__ST023,2
T2_SPANNER,ST018__ST028,1
T2_SPANNER,ST018__ST030,1
T2_SPANNER,ST018__ST031,4
T2_SPANNER,ST018__ST032,1
T2_SPANNER,ST018__ST033,2
T2_SPANNER,ST018__ST034,1
T2_SPANNER,ST018__ST040,1
T2_SPANNER,ST018__ST043,2
T2_SPANNER,ST018__ST044,1
T2_SPANNER,ST018__ST045,2
T2_SPANNER,ST018__ST046,1
T2_SPANNER,ST018__ST047,1
T2_SPANNER,ST018__ST048,2
T2_SPANNER,ST018__ST049,1
T2_SPANNER,ST018__ST050,1
T2_SPANNER,ST018__ST051,1
T2_SPANNER,ST018__ST052,1
T2_SPANNER,ST018__ST053,1
T2_SPANNER,ST018__ST054,1
T2_SPANNER,ST018__ST055,1
T2_SPANNER,ST019__ST020,3
T2_SPANNER,ST019__ST023,4
T2_SPANNER,ST019__ST029,1
T2_SPANNER,ST019__ST031,2
T2_SPANNER,ST019__ST032,1
T2_SPANNER,ST019__ST033,3
T2_SPANNER,ST019__ST037,2
T2_SPANNER,ST019__ST040,1
T2_SPANNER,ST019__ST043,2
T2_SPANNER,ST019__ST045,1
T2_SPANNER,ST019__ST046,2
T2_SPANNER,ST019__ST048,1
T2_SPANNER,ST019__ST050,2
T2_SPANNER,ST019__ST053,1
T2_SPANNER,ST019__ST054,1
T2_SPANNER,ST020__ST021,1
T2_SPANNER,ST020__ST032,1
T2_SPANNER,ST020__ST033,1
T2_SPANNER,ST020__ST035,1
T2_SPANNER,ST020__ST036,1
T2_SPANNER,ST020__ST037,1
T2_SPANNER,ST020__ST043,2
T2_SPANNER,ST020__ST044,3
T2_SPANNER,ST020__ST045,3
T2_SPANNER,ST020__ST047,1
T2_SPANNER,ST020__ST048,2
T2_SPANNER,ST020__ST050,1
T2_SPANNER,ST020__ST053,1
T2_SPANNER,ST021__ST022,1
T2_SPANNER,ST021__ST023,2
T2_SPANNER,ST021__ST031,1
T2_SPANNER,ST021__ST043,1
T2_SPANNER,ST021__ST045,2
T2_SPANNER,ST021__ST047,1
T2_SPANNER,ST021__ST048,1
T2_SPANNER,ST021__ST049,3
T2_SPANNER,ST021__ST050,2
T2_SPANNER,ST021__ST053,2
T2_SPANNER,ST022__ST023,3
T2_SPANNER,ST022__ST031,1
T2_SPANNER,ST022__ST032,4
T2_SPANNER,ST022__ST043,1
T2_SPANNER,ST022__ST045,2
T2_SPANNER,ST022__ST047,5
T2_SPANNER,ST022__ST048,3
T2_SPANNER,ST022__ST049,1
T2_SPANNER,ST022__ST050,2
T2_SPANNER,ST022__ST053,1
T2_SPANNER,ST022__ST055,5
T2_SPANNER,ST023__ST028,1
T2_SPANNER,ST023__ST031,2
T2_SPANNER,ST023__ST032,1
T2_SPANNER,ST023__ST034,1
T2_SPANNER,ST023__ST035,2
T2_SPANNER,ST023__ST036,1
T2_SPANNER,ST023__ST044,1
T2_SPANNER,ST023__ST046,2
T2_SPANNER,ST023__ST047,2
T2_SPANNER,ST023__ST050,1
T2_SPANNER,ST023__ST053,1
T2_SPANNER,ST023__ST054,3
T2_SPANNER,ST023__ST055,1
T2_SPANNER,ST024__ST025,1
T2_SPANNER,ST024__ST028,3
T2_SPANNER,ST024__ST029,1
T2_SPANNER,ST024__ST034,2
T2_SPANNER,ST024__ST035,1
T2_SPANNER,ST024__ST036,1
T2_SPANNER,ST024__ST037,1
T2_SPANNER,ST024__ST038,1
T2_SPANNER,ST024__ST039,1
T2_SPANNER,ST024__ST042,1
T2_SPANNER,ST024__ST051,3
T2_SPANNER,ST024__ST052,1
T2_SPANNER,ST025__ST028,3
T2_SPANNER,ST025__ST029,1
T2_SPANNER,ST025__ST034,1
T2_SPANNER,ST025__ST035,1
T2_SPANNER,ST025__ST036,1
T2_SPANNER,ST025__ST037,2
T2_SPANNER,ST025__ST038,2
T2_SPANNER,ST025__ST039,1
T2_SPANNER,ST025__ST041,1
T2_SPANNER,ST025__ST042,2
T2_SPANNER,ST025__ST051,3
T2_SPANNER,ST025__ST052,1
T2_SPANNER,ST026__ST027,2
T2_SPANNER,ST026__ST028,3
T2_SPANNER,ST026__ST029,4
T2_SPANNER,ST026__ST031,1
T2_SPANNER,ST026__ST041,1
T2_SPANNER,ST026__ST051,5
T2_SPANNER,ST027__ST028,4
T2_SPANNER,ST027__ST029,1
T2_SPANNER,ST027__ST030,2
T2_SPANNER,ST027__ST031,1
T2_SPANNER,ST027__ST038,2
T2_SPANNER,ST027__ST039,2
T2_SPANNER,ST027__ST040,3
T2_SPANNER,ST027__ST042,2
T2_SPANNER,ST027__ST051,1
T2_SPANNER,ST027__ST052,2
T2_SPANNER,ST028__ST029,3
T2_SPANNER,ST028__ST031,3
T2_SPANNER,ST028__ST039,1
T2_SPANNER,ST028__ST041,3
T2_SPANNER,ST029__ST030,4
T2_SPANNER,ST029__ST031,2
T2_SPANNER,ST029__ST036,2
T2_SPANNER,ST029__ST037,2
T2_SPANNER,ST029__ST038,5
T2_SPANNER,ST029__ST039,5
T2_SPANNER,ST029__ST040,5
T2_SPANNER,ST029__ST041,3
T2_SPANNER,ST029__ST042,5
T2_SPANNER,ST029__ST045,1
T2_SPANNER,ST029__ST051,1
T2_SPANNER,ST029__ST052,4
T2_SPANNER,ST030__ST031,1
T2_SPANNER,ST030__ST034,2
T2_SPANNER,ST030__ST035,2
T2_SPANNER,ST030__ST040,1
T2_SPANNER,ST030__ST047,1
T2_SPANNER,ST030__ST048,2
T2_SPANNER,ST030__ST050,1
T2_SPANNER,ST030__ST051,1
T2_SPANNER,ST030__ST052,1
T2_SPANNER,ST030__ST054,2
T2_SPANNER,ST031__ST034,1
T2_SPANNER,ST031__ST036,2
T2_SPANNER,ST031__ST038,2
T2_SPANNER,ST031__ST039,2
T2_SPANNER,ST031__ST040,3
T2_SPANNER,ST031__ST042,2
T2_SPANNER,ST031__ST045,1
T2_SPANNER,ST031__ST046,1
T2_SPANNER,ST031__ST048,1
T2_SPANNER,ST031__ST051,2
T2_SPANNER,ST031__ST052,2
T2_SPANNER,ST031__ST054,1
T2_SPANNER,ST032__ST033,4
T2_SPANNER,ST032__ST043,1
T2_SPANNER,ST032__ST045,4
T2_SPANNER,ST032__ST046,1
T2_SPANNER,ST032__ST048,1
T2_SPANNER,ST032__ST049,5
T2_SPANNER,ST032__ST050,3
T2_SPANNER,ST032__ST053,1
T2_SPANNER,ST033__ST034,1
T2_SPANNER,ST033__ST035,1
T2_SPANNER,ST033__ST036,1
T2_SPANNER,ST033__ST037,2
T2_SPANNER,ST033__ST038,2
T2_SPANNER,ST033__ST043,3
T2_SPANNER,ST033__ST044,4
